title,text,authors,published_date,url,scraped_date
6 Killed as Giant Waves Batter Australia,"At least six people died in Australia as towering waves battered Sydney and other places along the country’s east coast over the Easter holiday weekend, the police said.

A low pressure system brought powerful surf starting Friday, and waves taller than 24 feet were recorded off the coast of Brisbane in the state of Queensland on Friday, according to government data.

Australia’s meteorological agency had issued a warning for hazardous surf for a long stretch of coast from Queensland to New South Wales that includes Sydney, Byron Bay and the Gold Coast, and cautioned that conditions could be dangerous for rock fishing, boating and swimming.

By the time the hazardous surf warning was lifted on Sunday, five people had died in New South Wales, including in Sydney, and another in the state of Victoria, officials said. Another two people were missing.",['Yan Zhuang'],2025-04-20,https://www.nytimes.com/2025/04/20/world/asia/australia-waves-queensland-sydney.html,2025-04-20
How to dismantle democracy: Lessons aspiring autocrats may take from Hungary's Orban,"How to dismantle democracy: Lessons aspiring autocrats may take from Hungary's Orban

toggle caption Rob Schmitz/NPR

BUDAPEST, Hungary — Atop a cobblestone hill overlooking the Danube River and the medieval lanes of Budapest, tour groups surround a changing of the guard ceremony in front of a 13th century baroque castle. Across the square, construction crews rebuild a centuries-old palace complex, and that's where politician Akos Hadhazy guides a tour of his own. ""We are at the Buda Castle, and if you're looking for a symbolic place for corruption, power and the waste of public money, this is a beautiful venue for that,"" Hadhazy says as a Chinese tour group shuffles by.

Hadhazy, who works as a veterinarian, is an independent member of Hungary's parliament. He routinely gives tours showcasing what he and many critics allege is the corruption of Hungarian Prime Minister Viktor Orban's government.

Sponsor Message

""The offices for the prime minister and his cabinet used to be down there next to the parliament building,"" he continues, pointing to Budapest's other big pointy-towered tourist attraction in the distance, across the river. ""But Orban decided he wanted to move here, into a castle. Even Matyas Rakosi, Hungary's most brutal communist dictator, refused to move his office here, but Orban wants to play king, so the national gallery will eventually need to be moved out of the castle to make way for him.""

All this construction, Hadhazy says, motioning to the cranes towering above the hilltop, represents Orban's gifts to cronies in the form of lucrative contracts while ensuring Orban can survey his ""kingdom"" from above the capital.

Orban, 61, is in his fourth consecutive term as prime minister. In that time, he and his allies have dismantled democratic checks and balances, taken control of the country's media, civil society and universities, and consolidated power in himself and his Fidesz party. The dismantling of Hungary's democracy is a point of fascination for political scientists around the world — including those advising the Trump administration.

toggle caption Rob Schmitz/NPR

But Hadhazy says the Hungarian prime minister is an easy read. ""It's not like Orban is a genius politician,"" he says. ""He received his sheet music from Vladimir Putin, who came into power when oil prices were high, and he channeled that money into oligarchs and in return they bought up Russia's independent media. Orban franchised that model here in Hungary, except he used European Union funds.""



Sponsor Message

Orban targets the media

The EU began freezing those funds in 2022, but not before Orban and loyal associates took control of much of the country's media.

When the Fidesz party regained power in 2010, ""the first target was the media,"" explains Hungarian investigative journalist Andras Petho. ""Literally the first legislation that they introduced to the parliament was the media law, which, at first, was about redesigning the media regulatory system.""

Petho, who now runs the investigative reporting center Direkt36 in Budapest, says Orban's government was quick to approve any business deal by those close to Orban who wanted to take over media companies. At the same time, Petho says, Orban changed the structure of Hungary's public media outlet, allowing the government to purge the institution of anyone deemed unfriendly to the government.

Petho's former employer Origo, a digital news site, was also sold to a company owned by the son of the then-central bank governor, who, Petho says, eventually turned it into a propaganda site. ""The publisher started coming to us with really unusual requests, asking us to remove articles from the website, and when we tried to push back, things escalated pretty quickly.""

toggle caption Rob Schmitz/NPR

Petho says he and many others in Origo's newsroom resigned.

What's left of Hungary's free press can be found in nooks and crannies that dot the capital. In a tiny apartment in central Budapest, a few dozen journalists from what used to be prominent newspapers that were, one-by-one, forced to shut down by Orban's government have formed their own newspaper — Magyar Hang, or Hungarian Voice.

""Nobody was brave enough to print in Hungary, so we have to find a printing company outside the country,"" says Csaba Lukacs, managing director of the weekly paper. ""Our newspaper is printed in Slovakia in Bratislava, so we have to organize each week the transportation of the paper.""

Sponsor Message

Hungarian Voice is funded almost entirely through subscriptions, says Lukacs. He says it's the only conservative paper in Hungary that isn't part of the state propaganda apparatus. ""We are not receiving advertising even from multinational companies,"" he says, ""because they are afraid they will be punished by the tax authorities or somebody else, and our journalists are not allowed to go to the government press conferences.""

Lukacs says the government has stripped away press freedom in a step-by-step process over the years.

""We are not yet in Turkey, because the journalists will not be jailed yet,"" he says. ""We are not in Russia because nobody is falling out from the windows yet. But day by day we are getting closer.""

Pressure on Hungary's universities

""What are the characteristics of a dictatorship,"" asks professor Agnes Kende to her students, mostly middle-aged adults at a night class inside a sleek room in Central European University's Budapest campus.

""One person controls power with their family,"" offers Éva Turonyi, a retired healthcare assistant.

""Very good,"" says Kende, writing the point on the board.

""In a dictatorship, the power is centralized, while in a democracy, it's more fragmented,"" says Andrea Kovacs, an assistant at a local construction company.

""Great, centralized power,"" echoes Kende.

""In a dictatorship, elections are made irrelevant,"" offers one of the only men in the class, Jeno Bak.

""Interesting point,"" says Kende. ""Let me ask: Does anyone in a dictatorship have the right to vote?""

toggle caption Rob Schmitz/NPR

Bak, in his 60s, shoots up his hand and Kende calls on him. ""I had the right to vote, even in the Kadar era,"" he says, referring to communist dictator Janos Kadar, who ruled Hungary for 32 years during the Cold War. ""It didn't have much of a point because you only could pick from a single option. We acted out the 'democracy.' ""

Sponsor Message

After the brainstorming session, the class breaks into small groups, where they analyze key speeches delivered by Stalin, Hitler, Mao, and other dictators throughout modern history. The class is part of the Socrates Program at Central European University, one of the few programs still offering classes at the institution's Budapest site. CEU was forced to move its degree programs from Budapest to a new campus in Vienna after Orban's government pushed a law through parliament in 2017 that changed rules for foreign universities operating in Hungary.

""In spite of everything,"" says CEU Budapest Pro-Rector Laszlo Kontler, ""we are determined to continue useful work here with all civil society stakeholders, academic partners that have been accumulated over three decades, and with whom the connections are not completely lost.""

Kontler, a history professor, says Orban's government has not only forced out foreign universities like CEU, but in the 2010s, it took over state universities by appointing chancellors who had a wide scope of authority over the institutions' finances. ""So that's one step,"" Laszlo says, ""if you will, against the academic autonomy of institutions.""

toggle caption Rob Schmitz/NPR

Another step, he says, was, under the direction of Orban, state universities ""were privatized in a very particular way"" — placed under the direction of boards that were packed with individuals close to Orban's Fidesz party. ""They have been promised to be put on a financially more viable footing in exchange for accepting basically control or surveillance by a combination of individuals and forces close to the government,"" explains Laszlo.

The institutions that accepted this government control include some of Hungary's oldest and largest universities such as Corvinus University, Moholy-Nagy University of Art and Design, and Semmelweis University.

""There are excellent academics who are doing academically credible work at these universities as well,"" Kontler points out, ""but still, there are strange things happening, which, if one puts it together, cannot be regarded as anything else than an infringement on academic authority.""

Sponsor Message

""Trump went further in two months than Orban could in 15 years""

This year, faced with an increasingly unified opposition in parliament that has rallied behind charismatic lawyer and politician Peter Magyar, Orban's attacks on media, civil society and freedom of assembly have gained momentum. On March 15, in a speech commemorating Hungary's 1848 revolution against the Habsburg empire, Orban said, ""We are dismantling the financial machine that has used corrupt dollars to buy politicians, judges, journalists, bogus civil society organizations and political activists.""

toggle caption Balint Szentgallay/NurPhoto via Getty Images

He called these groups stink bugs who have ""survived the winter"" and need to be eradicated. ""If there is justice, and there is, there is a special place in hell for them,"" Orban said.

Political scientist Peter Kreko says Orban is targeting the last bastions of Western democracy in Hungary. ""Orban just thinks that the West is unable to survive and the democratic and liberal practices of the West have weakened the West,"" he says.

Kreko has mapped out the 15-year process Orban has taken to dismantle Hungary's democracy. Orban began, he says, by weakening Hungary's courts, filling them with loyalists. He then applied pressure on media companies, either turning them into state propaganda or putting them out of business. Then, says Kreko, Orban took control over universities, appointing leaders loyal to him.

Kreko says Orban focused on ridding Hungary of any institution capable of checking his power, and he says he sees similarities to how President Trump is carrying out his second term in office. The difference, says Kreko, is the pace at which Trump is operating. ""I think Trump went further in two months than Orban could in 15 years,"" observers Kreko. ""In the United States, it reminds me of a constitutional coup, where everything happens very rapidly.""

In public speeches, Trump has called Orban ""fantastic,"" ""respected"" and said ""nobody is a better leader"" than the Hungarian prime minister. And while Orban has boasted that his party has shared his strategies with Trump advisers, Kreko doubts the help was very meaningful. He says Hungary serves as more of a conservative fantasyland that MAGA Republicans can aspire to. ""So: Hungary as the country where you don't have immigrants, where you don't have woke issues, where gender ideology is not that dominant,"" says Kreko, ""and where family values are strong. So this is clearly a construction of Hungary that has nothing to do with reality.""

toggle caption Rob Schmitz/NPR

He says that's because Hungary is surrounded by Europe and its open society. Budapest's annual Pride Parade, one of Europe's largest, is now in the Hungarian government's crosshairs. In March, it pushed a new law through parliament that banned any assembly that ""promotes homosexuality,"" asserting it was needed to ""protect children."" On April 14, the parliament voted to amend the country's constitution with similar language.

At a café in Budapest, Pride Parade spokesperson Johanna Majercsik says this new law will likely go further than banning the pride parade. ""If the government succeeds in banning such a peaceful protest, that means that in the future they will be able to ban or restrict any other peaceful event, any other peaceful demonstration organized by [other] social groups,"" she says.

Many other Hungarians agree. After the public assembly law passed in March, tens of thousands of people halted traffic and bridges in the capital in what have become weekly protests in Budapest. Critics of the law and the new constitutional amendment say Orban is using the LGBTQ+ community as a tool to shut down the right of Hungarian citizens to freely assemble in peaceful protests, particularly at a time when the opposition to Orban's rule is beginning to gain momentum.

Sponsor Message

But political analysts say Orban, nearing the end of his fourth consecutive term, appears to be, yet again, adapting his step-by-step strategy to hold on to power for as long as he can.

Mate Halmos contributed reporting to this story from Budapest.",['Rob Schmitz'],2025-04-20,https://www.npr.org/2025/04/20/nx-s1-5338596/hungary-viktor-orban-democracy,2025-04-20
"Soyuz MS-26 spacecraft brings NASA, Russia astronauts back to earth","Landing on the steppes of Kazakhstan coincides with US astronaut Donald Pettit’s 70th birthday.

Russian astronauts Alexey Ovchinin and Ivan Wagner have returned to Earth along with American Donald Pettit after a seven-month science mission on board the International Space Station (ISS).

The Russian Soyuz MS-26 spacecraft carrying the trio touched down southeast of the town of Dzhezkazgan, Kazakhstan, at 6:20am (01:20 GMT) on Sunday, the landing confirmed by the United States’s NASA and Russia’s Roscosmos space agency.

The timing of their parachute-assisted return to Earth coincided with the US astronaut’s 70th birthday, NASA said on the social media platform X.

Happy birthday, @astro_Pettit! Many happy returns (including this one) 🥳 The MS-26 Soyuz spacecraft touched down in Kazakhstan at 9:20pm ET—or, in local time, 6:20am April 20, Pettit's 70th birthday. pic.twitter.com/qFM5fAxnA0 — NASA (@NASA) April 20, 2025

NASA said the crew was moved to a recovery staging area in the city of Karaganda, adding that Pettit was doing well.

The crew arrived on the orbiting ISS laboratory on September 11, 2024, spending 220 days in space during which they orbited the Earth 3,520 times, completing a journey of 93.3 million miles (150.15 million km), NASA said in a statement.

Advertisement

Pettit spent his time researching “in-orbit metal 3D printing capabilities” and “water sanitisation technologies” while exploring plant growth and fire behaviour in space.

This was Pettit’s fourth spaceflight, with a total of 590 days in orbit logged throughout his career. Ovchinin has notched up 595 days in space over four flights, while Wagner has reached a total of 416 days over two flights.

Space exploration has remained a rare avenue of cooperation between the US and Russia since the latter unleashed its war in Ukraine in February 2022.

Earlier this month, the Soyuz MS-27 spacecraft carried another US-Russia crew – NASA’s Jonathan Kim and Russian crewmates Sergei Ryzhikov and Alexei Zubritsky – to carry out scientific experiments on the ISS.

However, the US and other Western countries have ceased other partnerships with Roscosmos as part of a slew of sanctions placed on Russia over the war.

Astronauts, who are trained and certified by NASA and others like the European Space Agency, are known as cosmonauts when they represent Roscosmos.",[],2025-04-20,https://www.aljazeera.com/news/2025/4/20/soyuz-ms-26-spacecraft-brings-us-russia-crew-back-to-earth?traffic_source=rss,2025-04-20
Oldest serving US astronaut returns from space on 70th birthday,"America's oldest serving astronaut has touched down on Earth on his 70th birthday.

NASA astronaut Donald Pettit and two Russian cosmonauts had been on a seven-month mission to the International Space Station (ISS).

The Soyuz MS-26 spacecraft carrying Mr Pettit and Russians Alexey Ovchinin and Ivan Vagner landed in Kazakhstan on Sunday.

""Its deorbiting and descent to Earth were normal,"" Russia's Roscosmos space agency said.

Image: The Soyuz MS-26 spacecraft returning to Earth. Pic: AP

The crew's seven-month science mission started on 11 September 2024. They orbited the Earth 3,520 times over 220 days in space.

Read more from Sky News:

Robots race half-marathon against humans for first time

How Japan could shape the future of the NHS

Warning over exploitation of 'influencer' children

Image: The spacecraft lands in Kazakhstan. Pic: AP

Mr Pettit had been conducting research to enhance in-orbit metal 3D printing capabilities, advance water sanitisation technologies, explore plant growth under varying water conditions and investigate fire behaviour in microgravity, according to NASA.

It was the fourth time in space for Mr Pettit and Mr Ovchinin, while it was Mr Vagner's second spaceflight.",['Sky Uk Limited'],,https://news.sky.com/story/touch-down-iss-crew-returns-after-seven-months-in-space-13352239,2025-04-20
"Who is Carlo Acutis, the computer prodigy who died at 15 and is to be first millennial saint?","He was a London-born teenager with leukaemia who spread his faith by building websites, later gaining the moniker “God’s influencer”.

And now Carlo Acutis, a computer prodigy who died at the age of 15 in 2006, will become the first millennial canonised by the Catholic church next week, in St Peter’s Square.

Acutis used the computer coding languages he learned in primary school to develop websites for his parish and the wider church, including one that tracked Catholic miracles.

The Vatican has a path towards sainthood, which can only begin five years after a person’s death. The Holy See studies the person’s life, and keeps watch for the miracles necessary to secure a spot among the beatific.

Acutis was put on the path after Pope Francis approved a miracle attributed to him: a seven-year-old boy from Brazil recovered from a rare pancreatic disorder after coming into contact with one of Acutis’s T-shirts. A priest had also prayed to Acutis on behalf of the child.

If a person undergoes an unexpected recovery, it can be classed as a miracle by the Vatican. If two miracles are attributed to a deceased person and approved by the pope, then they qualify for sainthood.

Acutis’s sainthood was confirmed when the pope approved the second miracle: a 21-year-old student in Costa Rica made a swift recovery after head trauma from a serious bicycle accident after her mother prayed for her daughter’s recovery at Acutis’s tomb in the Umbrian town of Assisi.

As part of the pathway, Acutis’s body was moved to the hill town of Assisi in central Italy, in line with his last wishes, since he admired Saint Francis.

Acutis was entombed in Santa Maria Maggiore church with a wax mould of his likeness placed over his body, wearing his blue tracksuit top, jeans and trainers.

Ever since, crowds have been gathering at the clear-sided casket. Tens of thousands more are expected to attend the canonisation service on 27 April. Vatican officials hope that the pope, who is recovering from a serious bout of double pneumonia, will preside.

Out of 912 people canonised by Pope Francis, the most recent birth date was previously 1926.

Acutis was born in London in 1991 before moving to Milan with his Italian parents, Andrea Acutis and Antonia Salzano, as a child.

Salzano previously told the newspaper Corriere della Sera that from the age of three her son would ask to visit churches they passed in Milan and would donate his pocket money to poor people in the city.

She said Acutis would also offer to support classmates whose parents were going through divorces, would defend disabled peers when they were bullied and would take meals and sleeping bags to rough sleepers in Milan.

She told Reuters that he was special, but also shared the same anxieties about fitting in as any other teenager: “Carlo was an ordinary child like [others]. He used to play, to have friends, and to go to school. But his extraordinary quality was the fact that he opened the door of his heart to Jesus and put Jesus in the first place in his life.”

She said her son lived an ascetic life in which he would not allow himself more than one pair of shoes at a time.",['Rachel Hall'],2025-04-20,https://www.theguardian.com/world/2025/apr/20/who-is-carlo-acutis-the-computer-prodigy-who-died-at-15-and-is-to-be-first-millennial-saint,2025-04-20
Week in Pictures: From Serbia student protests to anti-US rallies in Yemen,"From the Holy Fire ceremony in Jerusalem’s Old City to displacement in North Darfur, Sudan, here’s the week in photos.",[],2025-04-20,https://www.aljazeera.com/gallery/2025/4/20/week-in-pictures-from-serbia-student-protests-to-anti-us-rallies-in-yemen?traffic_source=rss,2025-04-20
Peaceful picnic marks ‘420 Day’ in Melbourne – ahead of an election where minor parties could play a defining role,"More than a hundred peaceful picnickers gathered on the green grass of Melbourne’s Flagstaff Gardens support of the legalisation of cannabis on Sunday.

This year, the annual 20 April global celebration of cannabis (known as “420”), landed during a federal campaign in which independents and minor parties are expected to play a defining role.

The Legalise Cannabis party’s lead senate candidate for Victoria, Fiona Patten, said the focus of the Sunday event was “celebrating cannabis” and calling for a change to laws that criminalise the use and possession of marijuana for recreational purposes.

It was mostly a relaxed affair. Attendees reclined on blankets beneath a large Moreton Bay fig, as campaigners for the Legalise Cannabis party and the Libertarian party handed out pamphlets and how-to-vote cards. A juggler flipped fluorescent orange clubs into the air, while 50 or so police – and their sniffer dogs – watched from the sidelines.

Patten, who previously represented the Reason party and the Australian Sex party in the Victorian parliament, had not planned to run for federal politics, but she had “unfinished business”, she said, especially in relation to drug law reform.

4:48 Voting 101: Who are the Australian political parties clamouring for your vote? – video

Legalise Cannabis Australia performed strongly at the 2022 federal election, gaining between 2% and 7% of the Senate vote in most states and the Northern Territory, on a platform that seeks to decriminalise and regulate personal use, and see cannabis treated similarly to alcohol and tobacco.

If elected in 2025, Patton hopes to achieve two key actions.

One is a “root-and-branch review” of the medicinal cannabis program and regulations in Australia, addressing the barriers to patients, farmers and manufacturers.

The second is to amend the federal Crimes Act, enabling states and territories to legalise and regulate cannabis without the risk of being overruled by the commonwealth.

“Prime minister Albanese says cannabis regulation is a matter for the states – we have to amend the federal act to enable that to happen,” Patten said.

By running for the Legalise Cannabis party, she also hopes to block candidates such as Ralph Babet, the United Australia party candidate who claimed the sixth Victorian senate seat at the last election.

“I feel really determined to stop that from happening,” she said. “My race is not with the Greens. It’s not with the Labor party. My race is with One Nation and the Trumpet of Patriots.”

In Australia, the use of marijuana for medicinal and scientific purposes has been legal since 2016, whereas recreational use remains largely illegal across much of the country, except for the Australian Capital Territory.

Despite its status, cannabis was the most widely used illicit drug in Australia, used by 11.5% of people, according to the latest data from the Australian Institute of Health and Welfare.

“The fact that 2.4 million of us are using cannabis, yet its prohibited, shows that its a bad law, that discriminates against people and stigmatises people,” Patten said.

More than 80% of Australians aged over 14 did not think possessing cannabis should be a criminal offence, a national survey of more than 21,000 people held in 2022-23 found.

A University of Sydney study, published in the journal Addiction, found rates of cannabis poisoning increased after legalisation in other countries, with risks to children associated with edibles highlighted as a particular concern.

But Patten said legalisation would enable both regulation and education: “One of the main reasons for regulating and legalising a product that is so popular is that you can reduce harm that may be associated with it.”

Many in attendance on Sunday, like Shane Macarthur from Traralgon and Jacob Trounce of Geelong, had travelled long distances to show their support for those fighting to change laws that criminalised recreational use.

Most questioned the visible presence of police. Sharon Tavener, from Frankston, said she thought the police were intimidating and unnecessary, when what people wanted was the ability to come together peacefully, have a joint and enjoy each other’s company.",['Petra Stock'],2025-04-20,https://www.theguardian.com/australia-news/2025/apr/20/peaceful-picnic-marks-420-day-in-melbourne-ahead-of-an-election-where-minor-parties-could-play-a-defining-role,2025-04-20
Ukraine Says Russia Violated Easter Truce,"Russian troops continued fighting along the front lines despite Moscow’s announcement of a 30-hour Easter cease-fire, Ukrainian authorities said Sunday morning, although the war was still relatively quiet overnight.

Russian troops fired artillery almost 450 times between 6 p.m. Saturday, when the cease-fire was supposed to have started, and 6 a.m. Sunday, President Volodymyr Zelensky of Ukraine said in a social media post. He also said that the Russians had launched 24 assaults and used drones more than 300 times. Most of the action took place in the first six hours of the truce, on Saturday evening.

In another social media post, Mr. Zelensky said that the cease-fire was not in effect in Russia’s Kursk and Belgorod regions, where Russia is trying to recapture territory taken by Ukraine.",['Kim Barker'],2025-04-20,https://www.nytimes.com/2025/04/20/world/europe/ukraine-russia-easter-truce.html,2025-04-20
