title,text,authors,published_date,url,scraped_date
Gaza father grieves for children killed in Israeli airstrike on church building,"As people take a break for the Easter holiday, in the Gaza Strip there is no respite from the 18-month-long war with Israel.

Gaza has a tiny Christian community of Greek Orthodox Christians, Catholics, Evangelicals, and Anglicans.

For Ramez al-Souri, the pain is unimaginable. His three children were killed by an Israeli airstrike, on an annex of Gaza's Saint Porphyrius Greek Orthodox Church.

Palestinian health officials say the attack on 19 October 2023 killed 18 people inside the building.

""My home has changed completely because there are no smiles, no laughter, no joy,"" Mr Al-Souri says.

""I lost my flower - my daughter Julie - and my boys Suhail and Majd. They were salt of the Earth.""

Shrouded in darkness

Julia was 12 years old, Suhial 14 and Majd 11.

It is a loss that never leaves Mr Al-Souri, and one shared by almost every family in Gaza.

Walking through the cemetery, he gently places a small bouquet of flowers on his children's grave. Gunfire crackles in the distance. The neighbourhood is full of rubble and destruction.

""This Easter is no different than the last,"" Mr Al-Souri says.

""We are tending to our wounds.

""We continue to hope for an end to this war and suffering, for the darkness over Gaza to finally lift.""

Read more:

How two hours of terror unfolded

Please use Chrome browser for a more accessible video player 1:28 Sky reveals timeline of IDF's Gaza aid attack

No end in sight

But there is no sign of light for more than two million people trapped inside Gaza.

Israel's Prime Minister Benjamin Netanyahu gave a special address to the nation on Saturday night and vowed to continue the war until Hamas is destroyed.

Mr Netanyahu said Israel has ""no choice"" but to keep fighting ""for our very own existence until victory.""

Be the first to get Breaking News Install the Sky News app for free

Israel is calling for Hamas to disarm and to release 10 Israeli hostages in exchange for a 45-day ceasefire.

There are 59 hostages still inside Gaza. It is believed 24 of them are still alive.

Hamas has rejected the proposal. It argues Israel reneged on the first ceasefire deal by refusing to move to phase two of the agreement and withdraw Israeli troops from the Gaza Strip.

Please use Chrome browser for a more accessible video player 0:38 Netanyahu: 'I will not give in'

A disaster on the ground

Since the ceasefire collapsed on 2 March, Israel's bombing campaign has intensified.

Palestinian health officials say more than 1,700 people have been killed in the last month, and more than 90 people in the last 24 hours.

The humanitarian situation is a disaster. At the few remaining soup kitchens in Gaza, children scramble for food. They carry pots for their family and push forward trying to secure a bowl of lentils or rice.

Israel has blocked aid trucks from entering for the last seven weeks. It says it is to put pressure on Hamas.

But the pressure is being felt by civilians, creating what aid groups say is the most severe crisis Gaza has ever faced.

Israel has cut off vital supplies of food and medicine, but insists it is not using starvation as a weapon of war. It rejects any suggestion Gaza does not have enough food and accuses Hamas of stealing it.

Please use Chrome browser for a more accessible video player 3:36 Gazans struggle to find bodies under rubble

'We're craving food'

Seven members of the Al-Asheh family are displaced and live in a tent in Deir al-Balah.

Twelve-year-old Ahmed says before the war he didn't like lentils, now it is all he eats.

""Before the war, we used to have fruits, chicken, vegetables, everything was available. We were never hungry,"" Ahmed explains.

""Now, we're craving food, chicken - anything. The only thing we can eat now is what the soup kitchen provides.""

Image: Food is increasingly hard to come by in Gaza

It is clear that ceasefire talks are going nowhere, and Israel has tightened its blockade and deepened its war.

More than 400,000 Palestinians have recently been displaced yet again as Israel has expanded a buffer zone inside Gaza, levelling houses to create a ""security zone"".

For Palestinians, this constitutes a ""land grab"".

Please use Chrome browser for a more accessible video player 0:33 Israeli forces encircle Rafah

'A symbol of the world's conscience'

Israel has also established another military corridor in southern Gaza, calling it Morag corridor.

The corridor is north of Rafah and has cut Gaza's second-largest city off from the rest of the territory. Israel says it has now taken control of 30% of the Gaza Strip and insists it will not withdraw.

For Palestinians, the future has never looked more bleak. They are blockaded, displaced, struggling for food, water, basic sanitation and in constant search of safety.

""Gaza is calling on the world to stand by it,"" Mr Al-Souri says.

""Gaza stands as a symbol of the world's moral conscience.""","['Sky Uk Limited', 'Nicole Johnston', 'News Correspondent']",,https://news.sky.com/story/father-grieves-for-children-killed-in-israeli-airstrike-on-church-building-in-gaza-13352247,2025-04-20
Gunmen in fake army uniforms shoot 12 dead at Ecuador cockfight,"Gunmen shoot 12 dead at Ecuador cockfight

Police in Ecuador say they have arrested four people in connection with an attack by gunmen at a cockfighting ring in which 12 people died.

Weapons and replica police and army uniforms were seized during police raids in the north-western Manabí province on Friday - a day after the attack in the rural community of La Valencia.

Footage of the attack shared on social media showed gunmen entering the ring and opening fire, as terrified spectators dived for cover.

Reports in local media suggested the attackers in fake military gear were members of a criminal gang whose rivals were at the cockfight.",[],,https://www.bbc.com/news/articles/cm241v1w2vro,2025-04-20
Thousands gather for centuries-old Holy Fire ceremony in Jerusalem,"Thousands of Christians gathered in the cavernous Church of the Holy Sepulchre for a centuries-old Holy Fire ceremony.

Holding unlit candles, they packed into the sprawling 12th-century basilica built on the site where, according to tradition, Jesus was crucified and buried.

In near-total darkness, the Greek patriarch entered the Holy Edicule and emerged with two lit candles. The flame was passed from one candle to the next, the light overcoming the darkness in the rotunda. The flame was later transferred to Orthodox communities in other countries on special flights.

Eastern Orthodox Christians believe the light miraculously appears inside the Holy Edicule, built on the traditional site of Jesus’s tomb, while sceptics going back to the Middle Ages have dismissed it as a carnival trick for the masses.

Either way, the ceremony, which goes back at least 1,200 years, is a sight to behold. It has also ignited safety concerns.

In 1834, a frenzied stampede broke out in the darkened church, and the ruler of the Holy Land at the time barely escaped after his guards drew swords and hacked their way through the crowd, historian Simon Sebag Montefiore recounts in his history of Jerusalem. Some 400 pilgrims died in the melee, most from suffocation or trampling.

Advertisement

Israeli authorities have sought to limit participants in recent years, citing safety concerns. That has drawn protests from church leaders, who have accused them of upsetting the delicate, unwritten arrangements around Jerusalem’s holy sites known as the status quo.

On Saturday, there was a heavy military presence as thousands of worshippers passed through Israeli checkpoints to enter.

Some worshippers lamented that the turnout lacked numbers this year because of Israel’s 18-month war on Gaza. “The number of police is higher than the number of pilgrims,” said Adeeb Joude, key holder for the Holy Sepulchre.

Israel captured East Jerusalem, including the Old City with major sites sacred to Jews, Christians and Muslims, in the 1967 Middle East War, and annexed it in a move not recognised internationally. The Palestinians want East Jerusalem to be the capital of their future state.

The Old City has a long history of tensions between Israelis and Palestinians, among different religious groups that share its hilly confines and even within certain faiths. Perceived infringements on the status quo in the Church of the Holy Sepulchre have led to brawls between monks of different denominations.

Israel says it is committed to ensuring freedom of worship for Jews, Christians and Muslims, and has long presented itself as an island of tolerance in the Middle East.

In recent years, however, tensions have risen with the local Christian community, most of whom are Palestinian Christians, a population that has dwindled through decades of conflict as many have moved abroad.",[],2025-04-20,https://www.aljazeera.com/gallery/2025/4/20/thousands-gather-for-centuries-old-holy-fire-ceremony-in-jerusalem?traffic_source=rss,2025-04-20
US air strikes pound Yemen,"NewsFeed US air strikes pound Yemen

Video shows US air strikes pounding Yemen’s capital, Sanaa, just days after the US bombed Hodeidah’s airport and Ras Isa port, killing at least 80 people. The UN says it’s gravely concerned by the US campaign against the Iran-backed group, which the Trump administration argues is necessary to protect international shipping in the Red Sea.",[],2025-04-20,https://www.aljazeera.com/program/newsfeed/2025/4/20/us-air-strikes-pound-yemen?traffic_source=rss,2025-04-20
The Business Playbook for Tariff Chaos,"That kind of loss is easier to stomach if it’s a one-time thing.

Lee Mayer manages Havenly, a collection of home décor brands. To mitigate tariff risk, she has been working for months to relocate her production to Vietnam and Cambodia from China. But one last shipment didn’t make it out of China before the new duties hit. The boat is now on its way to the United States, and it will carry a tariff bill of at least $2 million when it arrives.

“It’s pretty painful,” Ms. Mayer said. “That’s two to three million we won’t be able to reinvest elsewhere.” She’s just hoping that tariffs on the countries that now make her furniture won’t end up going into effect after Mr. Trump’s 90-day pause. “I’m a bit worried that it’s just a game of Whac-a-Mole at this point,” she said.

Batten down the hatches

Even for those with healthy profits, paying more in tariffs generally means spending less on something else. That could mean deciding to not lease a larger space, pay for advertising, buy new equipment or hire a new sales associate.

Some can cut costs through automation. Others will end up letting people go. Kelsey O’Callaghan is one of the owners of a company, Dorai Home, that imports kitchen and bathroom products made from a special quick-drying material from China, and she has searched fruitlessly for viable suppliers in the United States. To prepare for an enormous tariff bill, she has cut the hours of many of her call center contractors and creative agencies and even some core staff members.

“We did have to reduce the size of our team slightly, which, as a founder, is a tough thing because you see not only how hard people are working,” Ms. O’Callaghan said, “but you are also aware of risk of burnout or more errors happening as other people absorb roles.”",['Lydia Depillis'],2025-04-20,https://www.nytimes.com/2025/04/20/business/economy/tariffs-business-strategy.html,2025-04-20
Inside the Urgent Fight Over the Trump Administration’s New Deportation Effort,"On Thursday evening, lawyers helping Venezuelan immigrants most at risk of being removed under an 18th-century wartime powers act received an ominous alert: U.S. immigration officials were handing out notices at a detention facility in Texas, informing migrants that they were considered enemies under the law and would be removed from the country.

“I am a law enforcement officer authorized to apprehend, restrain and remove alien enemies,” read the notice, a copy of which was filed in federal court by the American Civil Liberties Union. “Accordingly, under the Alien Enemies Act, you have been determined to be an alien enemy subject to apprehension, restraint and removal from the United States.”

The notice said the migrant could make a phone call but did not specify to whom. The single-page notice also did not mention any way to appeal the order.

The Supreme Court ruled this month that migrants must receive advance notice that they are subject to removal under the rarely invoked wartime powers law — and that they must have an opportunity to challenge their removal in court.","['Hamed Aleaziz', 'Alan Feuer', 'Annie Correal']",2025-04-19,https://www.nytimes.com/2025/04/19/us/politics/trump-deportation-courts-venezuelan-migrants-texas.html,2025-04-20
Zelensky says Russian attacks ongoing despite 'Easter truce',"Attacks continue despite Putin's 'Easter truce' pledge, Zelensky says

Russia's defence ministry insisted all Russian forces had been adhering to the truce and accused Ukraine's army of breaking it.

Putin ordered his forces to ""stop all military activity"" in Ukraine from 18:00 Moscow time (16:00 BST) on Saturday until midnight on Sunday. Kyiv said it would also adhere.

In the first six hours of the ""Easter truce"" - as ordered by Russian President Vladimir Putin - Zelensky said there had been 387 shellings and 19 assaults by Russian forces, and drones used 290 times. There are no reports of casualties.

Ukrainian President Volodymyr Zelensky has accused Russia of creating an ""impression"" of a ceasefire while still taking military actions in some places in Ukraine.

Russia said Ukrainian units fired at the positions of Russian troops 444 times, carried out 900 strikes with unmanned aerial vehicles (UAV), 12 shellings, 33 strikes by UAVs and seven drops of munitions. The ministry said there were dead and wounded among the civilian population. It did not give any details.

Zelensky on Sunday morning said Moscow was ""trying to create a general impression of a ceasefire, but in some places it does not abandon individual attempts to advance and inflict losses on Ukraine.""

Accusing Russia of specific military actions, Zelensky added that ""everywhere our warriors are responding as the enemy deserves, based on the specific combat situation.""

Because Putin's ceasefire was announced minutes before it was due to take effect, an immediate, complete pause was always unlikely, but the BBC in Ukraine reports it has been quieter on the front lines.

Before Zelensky said there had been continued attacks in some areas, at midnight on Saturday there were no reported Russian drones or fighter jets in Ukrainian skies.

That is very rare.

The only report was that a Russian ship with missile launchers had been deployed to the Black Sea.

In the southern city of Odesa, it was silent. On Friday, before Moscow's announcement, air defences crackled throughout the night as Russian drones flew in from the direction of occupied Crimea.

Late on Saturday - hours into the truce - Zelensky had said: ""If Russia is now suddenly ready to truly engage in a format of full and unconditional silence, Ukraine will act accordingly - mirroring Russia's actions.""

""Our actions are and will be symmetrical. The proposal for a full and unconditional 30-day silence remains on the table — the answer to it must come from Moscow,"" he wrote on X.

Zelensky said Ukraine would be ready to extend a truce beyond 20 April, seemingly referring to an earlier proposal from the US for a 30-day ceasefire which Ukraine had already agreed to.

It seems now both Moscow and Kyiv want to show Washington they are serious about peace. The question of whether the Kremlin accepts Zelensky's offer to turn this truce from a 30-hour one to a 30 day one is central to any potential path to peace.

Few Ukrainians think that is remotely possible.

Putin announced the temporary truce at a meeting with his chief of general staff, Valery Gerasimov.

""Based on humanitarian considerations... the Russian side announces an Easter truce. I order a stop to all military activities for this period,"" Putin told Gerasimov.

""We assume that Ukraine will follow our example. At the same time, our troops should be prepared to repel possible violations of the truce and provocations by the enemy, any aggressive actions.""

The Russian defence ministry said its troops would adhere to the ceasefire provided it was ""mutually respected"" by Ukraine.

It is not the first time a pause in fighting has been suddenly announced - a previous attempt at a ceasefire during Orthodox Christmas in January 2023 fell apart after both sides failed to agree on a proposal.

Reacting to Putin's truce announcement, a Foreign Office spokesman in the UK said: ""Now is the moment for Putin to truly show he is serious about peace by ending his horrible invasion and committing to a full ceasefire, as the Ukrainian government has called for - not just a one day pause for Easter.""",[],,https://www.bbc.com/news/articles/c787v5gxny7o,2025-04-20
Watch: Celebrations usher in the dawn of Easter Sunday,"Watch moment Vladimir Putin announces 'Easter truce'

It is unclear if Ukraine has accepted the terms or already discussed the plans for the pause in fighting with Russia.",[],,https://www.bbc.com/news/videos/cg5qmgdlgr8o,2025-04-20
Macron to beat Trump to UK state visit - report,"Emmanuel Macron will reportedly be given a state visit to the UK before Donald Trump's expected visit in September.

The French president received an invitation from the King to travel to the UK at the end of May, according to The Sunday Times.

The paper said few government and royal officials know the details of the engagement, which would be Mr Macron's first state visit to Britain and come eight years after he took office.

Image: Sir Keir Starmer and Donald Trump. Pic: Reuters

'Trump-fest'

It comes after Mr Trump suggested Buckingham Palace was ""setting a date for September"" for him to meet the King.

He said: ""They're going to do a second, as you know, a second fest … that's what it is: a fest, and it's beautiful, and it's the first time it's ever happened to one person.""

Previously, US presidents who have already made a state visit, such as George W Bush and Barack Obama, usually have tea or lunch with the monarch at Windsor Castle.

Get Sky News on WhatsApp Follow our channel and never miss an update. Tap here to follow

But Sir Keir Starmer handed Mr Trump what he described as a ""truly historic"" personal invitation from the King for a second state visit when he visited the White House in February.

Reports suggest the venue is expected to be Windsor Castle, rather than Balmoral or Dumfries House, as previously thought.

Mr Macron's visit is also expected to take place at Windsor due to refurbishment at Buckingham Palace.

Read more from Sky News:

Sucking up to Trump will only get Starmer so far

Farage accused of peddling 'nonsense and lies'

Please use Chrome browser for a more accessible video player 20:05 Is the UK ready for a 'Trump-fest'?

Sir Keir has repeatedly insisted he does not need to choose between pursuing a closer relationship with Europe and strengthening US-UK trade.

Chancellor Rachel Reeves is expected to speak with her American counterparts next week about the prospect of a wider economic agreement to alleviate the impact of Mr Trump's 10% tariffs on all goods entering America.

But ministers have said Britain must look at co-ordinating better across Europe in order to protect the country's economy.

Be the first to get Breaking News Install the Sky News app for free

Sir Keir and Mr Macron have been cooperating closely on defence, with both leaders pushing for an Anglo-French-led ""coalition of the willing"" to defend any potential peace deal in Ukraine.

Downing Street declined to comment.",['Sky Uk Limited'],,https://news.sky.com/story/macron-to-beat-trump-to-uk-state-visit-report-13352238,2025-04-20
McKenzie accuses Watt of ‘lying’ over Medicare claims – as it happened,"From 6h ago 04.15 BST Man arrested at Nine’s Sydney office prior to PM’s arrival A man has been arrested outside Nine Entertainment shortly before Anthony Albanese was due to arrive at the broadcast network’s North Sydney base. New South Wales Police said that officers attached to North Shore Police Area Command were called to Denison Street at about 11am, responding to concerns about the behaviour of a man outside a business acting aggressively. Police arrested a man aged in his 20s after he allegedly jumped on to a car. Checks revealed the man had also breached his bail conditions, police said. Police said the man has been taken to Chatswood police station. Nine Newspapers reports that the PM was due to appear on this afternoon’s Sunday Footy Show, recorded at the premises, and that his security detail was in place outside the building at the time of the incident. A source told the SMH that they do not believe the incident was related to the PM. Share Updated at 04.43 BST

5h ago 04.56 BST Man dead after being swept off rocks at beach south of Sydney A fisher has died and a teenager is in a stable condition after being swept from rocks south of Sydney this morning. New South Wales Police said the pair were winched out of the water after emergency services were called to Wattamolla at about 11am. They had been rockfishing when they were swept into the water. Officers from Sutherland Shire Police Area Command, PolAir, Marine Area Command, Surf Life Saving NSW and NSW Ambulance paramedics helped in the rescue, police said. One man was unable to be revived and died at the scene. He is yet to be formally identified, police said. A report will be prepared for the coroner. A 14-year-old boy was taken to the Children’s hospital at Randwick where he remains in a stable condition, police said. The death is believed to be the sixth drowning so far this Easter long weekend, as wild surf conditions caused by ex-Tropical Cyclone Tam continued to batter Australia’s east coast. Share Updated at 05.02 BST

5h ago 04.43 BST Independent candidate in safe Labor seat campaigning on Palestinian state The independent candidate for Watson in Sydney, Dr Ziad Basyouny, is calling for the establishment of “a unified, pluralist, democratic state in historic Palestine where all live as equal citizens”, in a foreign policy move that the Muslim candidate says is a world-first. Basyouny is taking on the very safe Labor seat on 3 May, held by the home affairs minister, Tony Burke. In a campaign statement released today, he called for a unified, democratic Palestine, the right of return and reparations for Palestinian refugees, and “targeted sanctions against entities complicit in human rights abuses in occupied Palestine”, as well as “international engagement to address mass atrocities in Sudan, the Democratic Republic of Congo, and Myanmar” and investment in peacebuilding, reconciliation and refugee support. “We will no longer accept the double standards of global politics,” Basyouny said. Basyouny has previously said he believed Labor’s reaction to the war in Gaza was the “straw that broke the camel’s back” for many in his community. Local responses to the war are expected to impact votes well beyond Watson, with Melbourne’s Labor candidates already feeling the pressure, reports Guardian Australia’s Benita Kolovos: Israel-Gaza war looms large over Labor’s hold on Melbourne seats of Macnamara and Wills Read more Share Updated at 05.02 BST

6h ago 04.15 BST Man arrested at Nine’s Sydney office prior to PM’s arrival A man has been arrested outside Nine Entertainment shortly before Anthony Albanese was due to arrive at the broadcast network’s North Sydney base. New South Wales Police said that officers attached to North Shore Police Area Command were called to Denison Street at about 11am, responding to concerns about the behaviour of a man outside a business acting aggressively. Police arrested a man aged in his 20s after he allegedly jumped on to a car. Checks revealed the man had also breached his bail conditions, police said. Police said the man has been taken to Chatswood police station. Nine Newspapers reports that the PM was due to appear on this afternoon’s Sunday Footy Show, recorded at the premises, and that his security detail was in place outside the building at the time of the incident. A source told the SMH that they do not believe the incident was related to the PM. Share Updated at 04.43 BST

7h ago 03.12 BST PM tells podcast he’s trying to ‘bring people together’ Anthony Albanese says that he has “consciously tried to bring people together and to reduce conflict” while Peter Dutton has tried to “undermine” and fit into a zeitgeist of strength. Speaking on podcast The Rest is Politics, the PM said that criticisms he faced of being “weak” were in the style of his opponent. Without naming Donald Trump, he alluded to a new and alienating “machismo” in world politics: “In part, that’s the style of Peter Dutton with his cheer squad in the media, as well, will repeat those comments in order to try to undermine and to try to fit into what Peter Dutton thought was the zeitgeist, if you like, of strength, channelling some other world leaders … bringing a machismo, essentially, to politics, and that is something that I think alienates the center,” he said. In the conversation recorded on Saturday evening – which has received some local attention – Albanese told hosts Alastair Campbell and Rory Stewart that politics in Australia was “different”. “We have compulsory voting, and people do go and vote, and there’s record numbers on the electoral roll. You win elections from either the center left or the center right … We’ll see how it plays out over the next couple of weeks, but certainly Peter Dutton has gone out of his way to appeal to a right-wing base, and there isn’t too much that is there for the center,” Albanese said. Share Updated at 03.31 BST

7h ago 02.36 BST Economists issue letter calling for clean energy, not nuclear An open letter from 60 Australian economists has rejected the Coalition’s nuclear energy plan, promoting instead the subsidising of household clean energy policies, including incentives for home battery storage. The organiser of the letter, Gareth Bryant, an associate professor in political economy at the University of Sydney, says the letter is intended as an intervention in the election campaign, reports AAP. “As economists, energy analysts and policy specialists we strongly support government investment in household clean energy and industrial electrification and not in nuclear energy,” the letter says. It says simple household clean energy upgrades can deliver immediate cost-of-living benefits and reductions in carbon emissions, and electrification can safeguard the future of industrial jobs and the communities that rely on them. The economists, from a range of Australian universities and other tertiary institutions, said the construction of nuclear power plants would take at least 15 years at a cost of at least $330bn: It would result in higher household energy costs, drain investment away from renewable energy and energy-intensive manufacturing, and leave the Australian economy precariously over-dependent on increasingly automated mineral extraction. The economists said they support a nationwide program to upgrade homes and industry with clean renewable energy. They said the technologies to fund should include large-scale home electrification with smart appliances to provide bill savings, energy-efficiency upgrades and battery storage, which can save surplus solar for night-time use, and hot water retrofits for more efficient water heating. View image in fullscreen A group of 60 experts have rejected the Coalition’s plan for nuclear energy. Photograph: AAP Share Updated at 04.43 BST

8h ago 02.19 BST Easter ‘reminds us of the values that help bind our nation together,’ says Dutton Peter Dutton has also thanked those working over the long weekend and wished Australians a “safe, happy and holy Easter”. In his Easter Sunday message, the leader of the opposition said the long weekend was a “time of reflection, and a time to rest, recharge, and spend time with those we love”. Whether you’re attending a church service, hosting a family lunch, or enjoying a quiet moment with a hot cross bun and a cup of tea, Easter also reminds us of the values that help bind our nation together – service, kindness, compassion and grace. From my family to yours, I wish you a safe, happy and holy Easter. View image in fullscreen Peter Dutton at a community barbecue breakfast in Ipswich on Easter Sunday. Photograph: Mick Tsikas/AAP Share Updated at 02.23 BST

8h ago 02.08 BST Victoria police investigating fatal stabbing in Melbourne Over to Victoria, where homicide detectives are investigating a fatal stabbing in Prahran this morning. Victoria police said emergency services were called to reports a man had been stabbed during an altercation on Chapel Street at about 1.30am. The victim, who is yet to be formally identified, was taken to hospital where he later died, the police said. No arrests have been made and an investigation is under way. Anyone who witnessed the incident is urged to contact Crime Stoppers. Share Updated at 02.10 BST

8h ago 01.58 BST Albanese delivers Easter message Anthony Albanese has delivered his Easter message, wishing Australians a “safe and joyous” weekend at a “sacred time that is central to faith”. In a video posted to social media, the PM thanked those who are working over the holidays and wished those taking a more leisurely break: “May it be everything you want it to be.” Allow content provided by a third party? This article includes content hosted on embed.bsky.app. We ask for your permission before anything is loaded, as the provider may be using cookies and other technologies. To view this content, click 'Allow and continue'. Allow and continue Share Updated at 02.01 BST

8h ago 01.45 BST Dan Jervis-Bardy Greens taking ‘nothing for granted’ in campaign to retain seats, says Bandt Adam Bandt was then pushed on whether he still thinks Australia – under prime minister Anthony Albanese – is complicit in a genocide in Gaza. “I think Australia is engaging in a two-way arms trade with Israel,” he replied. (For the record: the government denies this.) Bandt was asked again if the Greens have “dropped” the line about the government being complicit in genocide. When you see a genocide occurring, as Amnesty International as the experts are saying, then you want the Australian government to actually do something, to speak out for peace. Finally, Bandt was asked about the Greens’ prospects on 3 May and whether he’s confident of holding the three Brisbane seats it won in 2022 (Brisbane, Griffith and Ryan). Having been through this myself (defending the seat of Melbourne for the first time), I know the first time around, you take nothing for granted. You have to work incredibly hard. This time we’ve got Labor, Liberal and (rightwing campaign group) Advance and the billionaires all coming after us. We accept that. Share Updated at 01.51 BST",['Daisy Dumas'],2025-04-20,https://www.theguardian.com/australia-news/live/2025/apr/20/australia-election-2025-live-anthony-albanese-peter-dutton-coalition-labor-poll-easter-housing-cost-of-living-leaders-ntwnfb,2025-04-20
"Can Trump Really Negotiate Peace in Ukraine, Russians Wonder","Many Russians cheered President Trump’s election because they thought he could make a deal for a negotiated peace in Ukraine that would satisfy the Kremlin.

Three months into Mr. Trump’s second term, the disappointment in Moscow is palpable.

In interviews, people in the Kremlin’s orbit have revealed frustration both with Mr. Trump’s whirlwind approach to the talks and with President Vladimir V. Putin’s apparent inflexibility in the negotiations. With Mr. Trump and his top diplomat warning on Friday that the United States could walk away from the discussion, some of them fear that a collapse in talks could lead to a further escalation of the fighting.

Movement toward peace is going “much more slowly than it should be, and not the way one would want it to be,” said Grigory A. Yavlinsky, a liberal politician in Moscow who held a rare meeting with Mr. Putin in 2023 to urge a cease-fire. In the meantime, he said, Mr. Putin “is just fighting, he’s seizing the moment. He wants to achieve the maximum before substantive talks.”

The question now is whether Mr. Putin climbs down from demands that seem little changed from the cease-fire conditions he outlined last summer, when he said Ukraine would have to agree not to join NATO and also withdraw from a large swath of territory before Russia stopped fighting.",['Anton Troianovski'],2025-04-19,https://www.nytimes.com/2025/04/19/world/europe/russia-ukraine-putin-trump.html,2025-04-20
